,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Regent Park,43.6607056,-79.3604569,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool
1,Regent Park,43.6607056,-79.3604569,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue
2,Regent Park,43.6607056,-79.3604569,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
3,Regent Park,43.6607056,-79.3604569,Thai To Go,43.663418,-79.36071,Thai Restaurant
4,Regent Park,43.6607056,-79.3604569,Paintbox Bistro,43.660050475903624,-79.36285470971839,Restaurant
5,Regent Park,43.6607056,-79.3604569,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
6,Regent Park,43.6607056,-79.3604569,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
7,Regent Park,43.6607056,-79.3604569,Toronto Humane Society,43.65769802359708,-79.3565828808708,Animal Shelter
8,Regent Park,43.6607056,-79.3604569,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership
9,Regent Park,43.6607056,-79.3604569,Regent Park,43.660382523982804,-79.36181011844143,Park
10,Regent Park,43.6607056,-79.3604569,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
11,Regent Park,43.6607056,-79.3604569,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck
12,Regent Park,43.6607056,-79.3604569,Shoppers Drug Mart,43.660204,-79.361332,Pharmacy
13,Regent Park,43.6607056,-79.3604569,Wendy’s,43.660403362711776,-79.36062902212149,Fast Food Restaurant
14,Regent Park,43.6607056,-79.3604569,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
15,Regent Park,43.6607056,-79.3604569,Tim Hortons,43.659935,-79.3613063,Coffee Shop
16,Regent Park,43.6607056,-79.3604569,The Beer Store,43.657773,-79.3574632,Beer Store
17,Regent Park,43.6607056,-79.3604569,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
18,Regent Park,43.6607056,-79.3604569,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
19,Regent Park,43.6607056,-79.3604569,Tim Hortons,43.6599299,-79.3659798,Coffee Shop
20,Regent Park,43.6607056,-79.3604569,FreshCo,43.65955158801718,-79.36585713164392,Grocery Store
21,Harbourfront,43.6400801,-79.3801495,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
22,Harbourfront,43.6400801,-79.3801495,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
23,Harbourfront,43.6400801,-79.3801495,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
24,Harbourfront,43.6400801,-79.3801495,Miku,43.64137436,-79.37753063,Japanese Restaurant
25,Harbourfront,43.6400801,-79.3801495,BeaverTails,43.639736,-79.380068,Dessert Shop
26,Harbourfront,43.6400801,-79.3801495,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
27,Harbourfront,43.6400801,-79.3801495,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
28,Harbourfront,43.6400801,-79.3801495,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
29,Harbourfront,43.6400801,-79.3801495,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
30,Harbourfront,43.6400801,-79.3801495,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
31,Harbourfront,43.6400801,-79.3801495,Mos Mos,43.64163954520267,-79.3775517786762,Coffee Shop
32,Harbourfront,43.6400801,-79.3801495,Boxcar Social,43.63831906511549,-79.38246311921247,Café
33,Harbourfront,43.6400801,-79.3801495,Sharetea,43.640175967763966,-79.37960567018246,Bubble Tea Shop
34,Harbourfront,43.6400801,-79.3801495,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
35,Harbourfront,43.6400801,-79.3801495,Ontario Square,43.63937829745867,-79.38209598496967,Plaza
36,Harbourfront,43.6400801,-79.3801495,iQ Food Co,43.642851,-79.382081,Salad Place
37,Harbourfront,43.6400801,-79.3801495,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
38,Harbourfront,43.6400801,-79.3801495,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
39,Harbourfront,43.6400801,-79.3801495,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
40,Harbourfront,43.6400801,-79.3801495,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
41,Harbourfront,43.6400801,-79.3801495,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
42,Harbourfront,43.6400801,-79.3801495,RS - Real Sports,43.64255846521551,-79.37996506690979,Sports Bar
43,Harbourfront,43.6400801,-79.3801495,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
44,Harbourfront,43.6400801,-79.3801495,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
45,Harbourfront,43.6400801,-79.3801495,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
46,Harbourfront,43.6400801,-79.3801495,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
47,Harbourfront,43.6400801,-79.3801495,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
48,Harbourfront,43.6400801,-79.3801495,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
49,Harbourfront,43.6400801,-79.3801495,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
50,Harbourfront,43.6400801,-79.3801495,Kupfert & Kim,43.64117858582677,-79.37814448224783,Vegetarian / Vegan Restaurant
51,Harbourfront,43.6400801,-79.3801495,TELUS,43.64331243103257,-79.38099939294844,IT Services
52,Harbourfront,43.6400801,-79.3801495,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
53,Harbourfront,43.6400801,-79.3801495,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
54,Harbourfront,43.6400801,-79.3801495,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
55,Harbourfront,43.6400801,-79.3801495,PawsWay,43.63859915782706,-79.38499178154079,Event Space
56,Harbourfront,43.6400801,-79.3801495,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
57,Harbourfront,43.6400801,-79.3801495,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
58,Harbourfront,43.6400801,-79.3801495,Harbour 60 Toronto,43.64222021431867,-79.37794459004243,Steakhouse
59,Harbourfront,43.6400801,-79.3801495,SOCO Kitchen+Bar,43.64280448399251,-79.38392149415381,Bistro
60,Harbourfront,43.6400801,-79.3801495,Corks Beer & Wine Bar,43.64249338656422,-79.38154042927468,Bar
61,Harbourfront,43.6400801,-79.3801495,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
62,Harbourfront,43.6400801,-79.3801495,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
63,Harbourfront,43.6400801,-79.3801495,Amsterdam Brewhouse,43.63812210550607,-79.38480300808894,Brewery
64,Harbourfront,43.6400801,-79.3801495,Booster Juice,43.64322536,-79.3812383,Juice Bar
65,Harbourfront,43.6400801,-79.3801495,Steam Whistle's Biergarten,43.64066595472727,-79.38585895302366,Restaurant
66,Harbourfront,43.6400801,-79.3801495,Aroma Espresso Bar,43.64074017304165,-79.37847790115718,Coffee Shop
67,Harbourfront,43.6400801,-79.3801495,Subway,43.6397080530486,-79.38344130418051,Sandwich Place
68,Harbourfront,43.6400801,-79.3801495,Toronto Railway Heritage Centre,43.64130010529897,-79.38588431405732,History Museum
69,Harbourfront,43.6400801,-79.3801495,Gonoe Sushi Japanese Restaurant,43.63901430970685,-79.38591360078077,Sushi Restaurant
70,Harbourfront,43.6400801,-79.3801495,Piazza Manna,43.641460067165184,-79.37771914472566,Italian Restaurant
71,Harbourfront,43.6400801,-79.3801495,Starbucks,43.64309,-79.383071,Coffee Shop
72,Harbourfront,43.6400801,-79.3801495,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
73,Harbourfront,43.6400801,-79.3801495,McCafé,43.644490691919735,-79.38110912246584,Café
74,Harbourfront,43.6400801,-79.3801495,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
75,Harbourfront,43.6400801,-79.3801495,Dollarama,43.641765,-79.379589,Discount Store
76,Harbourfront,43.6400801,-79.3801495,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
77,Harbourfront,43.6400801,-79.3801495,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
78,Harbourfront,43.6400801,-79.3801495,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
79,Harbourfront,43.6400801,-79.3801495,Panago,43.64251764051932,-79.38359138522554,Pizza Place
80,Harbourfront,43.6400801,-79.3801495,Radisson Admiral Hotel Toronto-Harbourfront,43.6388472,-79.3855839,Hotel
81,Harbourfront,43.6400801,-79.3801495,Harbourfront Wavedecks,43.6389104293985,-79.38485064893273,Scenic Lookout
82,Harbourfront,43.6400801,-79.3801495,Popeyes Louisiana Kitchen,43.639864,-79.381136,Fried Chicken Joint
83,Harbourfront,43.6400801,-79.3801495,Oyshi Sushi,43.64234005516476,-79.37585304260914,Sushi Restaurant
84,Harbourfront,43.6400801,-79.3801495,Starbucks,43.640257,-79.381731,Coffee Shop
85,Harbourfront,43.6400801,-79.3801495,Toronto Railway Museum,43.64074506722835,-79.38598104134535,History Museum
86,Harbourfront,43.6400801,-79.3801495,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
87,Harbourfront,43.6400801,-79.3801495,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
88,Harbourfront,43.6400801,-79.3801495,Starbucks,43.64099011203675,-79.37626361846924,Coffee Shop
89,Harbourfront,43.6400801,-79.3801495,Sushi Shop,43.643485,-79.38096,Restaurant
90,Harbourfront,43.6400801,-79.3801495,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
91,Harbourfront,43.6400801,-79.3801495,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
92,Harbourfront,43.6400801,-79.3801495,Winners,43.64206291678669,-79.37900143460836,Department Store
93,Harbourfront,43.6400801,-79.3801495,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
94,Harbourfront,43.6400801,-79.3801495,A&W,43.64136651819956,-79.37794165160912,Fast Food Restaurant
95,Harbourfront,43.6400801,-79.3801495,Indian Roti House,43.63906038875002,-79.38542224544638,Indian Restaurant
96,Harbourfront,43.6400801,-79.3801495,Lucky Clover Sports Pub,43.641136939105614,-79.38335124348639,Sports Bar
97,Harbourfront,43.6400801,-79.3801495,Subway,43.64105847366237,-79.37858572023777,Sandwich Place
98,Harbourfront,43.6400801,-79.3801495,The Fox,43.64274569998873,-79.37781591487587,Pub
99,Harbourfront,43.6400801,-79.3801495,Starbucks,43.6425033268289,-79.37524568288464,Coffee Shop
100,Harbourfront,43.6400801,-79.3801495,SportChek,43.642814842317044,-79.38040776035005,Sporting Goods Shop
101,Harbourfront,43.6400801,-79.3801495,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
102,Harbourfront,43.6400801,-79.3801495,TD Canada Trust,43.64219452552069,-79.38084349036222,Bank
103,Harbourfront,43.6400801,-79.3801495,WestinWORKOUT Gym,43.64054365805462,-79.37594834079205,Gym
104,Harbourfront,43.6400801,-79.3801495,Starbucks,43.64248403759282,-79.38137332505133,Coffee Shop
105,Harbourfront,43.6400801,-79.3801495,Thai Express,43.64309,-79.383071,Thai Restaurant
106,Harbourfront,43.6400801,-79.3801495,Miller Tavern,43.64239153286039,-79.37751186704443,Steakhouse
107,Harbourfront,43.6400801,-79.3801495,Szechuan Express,43.64134582504235,-79.37796013792254,Chinese Restaurant
108,Harbourfront,43.6400801,-79.3801495,Tim Hortons,43.641340039994496,-79.37799204978754,Coffee Shop
109,Harbourfront,43.6400801,-79.3801495,Starbucks,43.641082,-79.378719,Coffee Shop
110,Harbourfront,43.6400801,-79.3801495,The Goodman Pub & Kitchen,43.638300916387905,-79.38000753984343,Restaurant
111,Harbourfront,43.6400801,-79.3801495,Rabba Fine Foods,43.63906132458212,-79.38530912453628,Convenience Store
112,Harbourfront,43.6400801,-79.3801495,John Bassett Theatre,43.64249264289031,-79.38524254639685,Convention Center
113,Harbourfront,43.6400801,-79.3801495,Sobeys Urban Fresh Queens Quay,43.638769,-79.380756,Grocery Store
114,Harbourfront,43.6400801,-79.3801495,Waterclub Gym & Pool,43.64002310860782,-79.38177707646237,Gym
115,Harbourfront,43.6400801,-79.3801495,Pizza Pizza,43.63969347230513,-79.38179969787598,Pizza Place
116,Harbourfront,43.6400801,-79.3801495,Pinnacle Centre Fitness Centre & Pool,43.64308539252521,-79.37718577191337,Gym Pool
117,Harbourfront,43.6400801,-79.3801495,Second Cup,43.64294114122368,-79.37763943589252,Coffee Shop
118,Harbourfront,43.6400801,-79.3801495,Tim Hortons,43.641663,-79.377538,Coffee Shop
119,Harbourfront,43.6400801,-79.3801495,LCBO,43.64259312255055,-79.38078107729677,Liquor Store
120,Harbourfront,43.6400801,-79.3801495,Pita & Grill,43.642446581014745,-79.38342950223203,Mediterranean Restaurant
121,Garden District,43.6564995,-79.3771141,Page One Cafe,43.65777161112601,-79.3760725691681,Café
122,Garden District,43.6564995,-79.3771141,Blaze Pizza,43.656518,-79.380015,Pizza Place
123,Garden District,43.6564995,-79.3771141,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
124,Garden District,43.6564995,-79.3771141,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
125,Garden District,43.6564995,-79.3771141,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Ramen Restaurant
126,Garden District,43.6564995,-79.3771141,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
127,Garden District,43.6564995,-79.3771141,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
128,Garden District,43.6564995,-79.3771141,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
129,Garden District,43.6564995,-79.3771141,DAVIDsTEA,43.65697339589283,-79.38103961039258,Tea Room
130,Garden District,43.6564995,-79.3771141,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
131,Garden District,43.6564995,-79.3771141,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
132,Garden District,43.6564995,-79.3771141,Samsung Experience Store (Eaton Centre),43.65564777812532,-79.3810108074576,Electronics Store
133,Garden District,43.6564995,-79.3771141,CF Toronto Eaton Centre,43.654540112988535,-79.38067738352993,Shopping Mall
134,Garden District,43.6564995,-79.3771141,Cineplex Cinemas,43.65612555948613,-79.38039005666784,Movie Theater
135,Garden District,43.6564995,-79.3771141,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
136,Garden District,43.6564995,-79.3771141,Five Guys,43.65710635305761,-79.38130606340378,Burger Joint
137,Garden District,43.6564995,-79.3771141,Tokyo Smoke,43.65723,-79.38087,Coffee Shop
138,Garden District,43.6564995,-79.3771141,Nordstrom,43.655041,-79.3809665,Clothing Store
139,Garden District,43.6564995,-79.3771141,LUSH,43.653557,-79.3804,Cosmetics Shop
140,Garden District,43.6564995,-79.3771141,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
141,Garden District,43.6564995,-79.3771141,Danish Pastry House,43.654574,-79.38074,Bakery
142,Garden District,43.6564995,-79.3771141,SEPHORA,43.653688,-79.38012,Cosmetics Shop
143,Garden District,43.6564995,-79.3771141,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
144,Garden District,43.6564995,-79.3771141,JOEY Eaton Centre,43.65540379999999,-79.38192889999999,Restaurant
145,Garden District,43.6564995,-79.3771141,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
146,Garden District,43.6564995,-79.3771141,Indigo,43.65351471121164,-79.38069591056922,Bookstore
147,Garden District,43.6564995,-79.3771141,Crepe Delicious,43.654536488277245,-79.38088885547485,Fast Food Restaurant
148,Garden District,43.6564995,-79.3771141,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
149,Garden District,43.6564995,-79.3771141,The 3 Brewers,43.655474284721,-79.38041324445061,Beer Bar
150,Garden District,43.6564995,-79.3771141,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
151,Garden District,43.6564995,-79.3771141,The Carbon Bar,43.65336708689279,-79.37496515174824,Restaurant
152,Garden District,43.6564995,-79.3771141,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
153,Garden District,43.6564995,-79.3771141,HomeSense,43.6530533,-79.3794496,Furniture / Home Store
154,Garden District,43.6564995,-79.3771141,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
155,Garden District,43.6564995,-79.3771141,Apple Eaton Centre,43.6540644,-79.3806966,Electronics Store
156,Garden District,43.6564995,-79.3771141,Infuse Cafe,43.658068043552504,-79.38172645275614,Coffee Shop
157,Garden District,43.6564995,-79.3771141,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
158,Garden District,43.6564995,-79.3771141,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Italian Restaurant
159,Garden District,43.6564995,-79.3771141,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
160,Garden District,43.6564995,-79.3771141,Spring Sushi,43.656252529816086,-79.38065954471074,Sushi Restaurant
161,Garden District,43.6564995,-79.3771141,Roots,43.65361341708363,-79.38024401664734,Clothing Store
162,Garden District,43.6564995,-79.3771141,JOEY,43.6560936540828,-79.38187792357716,American Restaurant
163,Garden District,43.6564995,-79.3771141,Smoke's Poutinerie,43.65737935238092,-79.37345459540276,Poutine Place
164,Garden District,43.6564995,-79.3771141,Hollister Co.,43.654479660102204,-79.38091371769396,Clothing Store
165,Garden District,43.6564995,-79.3771141,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
166,Garden District,43.6564995,-79.3771141,Tim Hortons,43.656755,-79.380512,Coffee Shop
167,Garden District,43.6564995,-79.3771141,Paramount Fine Foods,43.65502870847598,-79.38024513018975,Middle Eastern Restaurant
168,Garden District,43.6564995,-79.3771141,Nordstrom Ebar,43.654648676831954,-79.38057377013143,Coffee Shop
169,Garden District,43.6564995,-79.3771141,Starbucks,43.65446528594945,-79.37891894388453,Coffee Shop
170,Garden District,43.6564995,-79.3771141,BMV Books,43.657047061091596,-79.38166061431659,Bookstore
171,Garden District,43.6564995,-79.3771141,MUJI,43.656024,-79.383284,Miscellaneous Shop
172,Garden District,43.6564995,-79.3771141,Bourbon St. Grill,43.6551351410162,-79.3808225262395,Fast Food Restaurant
173,Garden District,43.6564995,-79.3771141,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
174,Garden District,43.6564995,-79.3771141,MAC,43.65405547492733,-79.38071368220903,Cosmetics Shop
175,Garden District,43.6564995,-79.3771141,Ali Baba's - Yonge north of Dundas,43.65791597172264,-79.38168923893144,Middle Eastern Restaurant
176,Garden District,43.6564995,-79.3771141,Disney Store,43.654248,-79.381232,Toy / Game Store
177,Garden District,43.6564995,-79.3771141,Bath & Body Works,43.65418247138001,-79.38094783233447,Distribution Center
178,Garden District,43.6564995,-79.3771141,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
179,Garden District,43.6564995,-79.3771141,Victoria's Secret PINK,43.65335746417248,-79.3806734813237,Lingerie Store
180,Garden District,43.6564995,-79.3771141,Downtown Camera,43.653107,-79.37512,Camera Store
181,Garden District,43.6564995,-79.3771141,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
182,Garden District,43.6564995,-79.3771141,lululemon athletica,43.653394,-79.380722,Clothing Store
183,Garden District,43.6564995,-79.3771141,Golden Thai Restaurant,43.65252473089013,-79.37536916039467,Thai Restaurant
184,Garden District,43.6564995,-79.3771141,Coco Fresh Tea & Juice,43.65865989038909,-79.38204032226336,Bubble Tea Shop
185,Garden District,43.6564995,-79.3771141,Katsuya,43.65986035759321,-79.37878806223506,Japanese Restaurant
186,Garden District,43.6564995,-79.3771141,Starbucks,43.65907956058055,-79.38056191501433,Coffee Shop
187,Garden District,43.6564995,-79.3771141,Ryerson Theatre,43.65941278506566,-79.37999674976807,Movie Theater
188,Garden District,43.6564995,-79.3771141,The Saint James Hotel,43.659398011456965,-79.38093249633705,Hotel
189,Garden District,43.6564995,-79.3771141,Pita Land,43.66025329859701,-79.37710715521973,Falafel Restaurant
190,Garden District,43.6564995,-79.3771141,Rabba Fine Foods,43.65995917961373,-79.3758000879857,Grocery Store
191,Garden District,43.6564995,-79.3771141,Papa John's Pizza,43.65797992914537,-79.37249553926944,Pizza Place
192,Garden District,43.6564995,-79.3771141,Econo Lodge Inn & Suites Downtown Toronto,43.6603241,-79.3754425,Hotel
193,Garden District,43.6564995,-79.3771141,Harvey's,43.660483751379054,-79.37619110160665,Restaurant
194,Ryerson,43.65846945,-79.37899327245886,Blaze Pizza,43.656518,-79.380015,Pizza Place
195,Ryerson,43.65846945,-79.37899327245886,Page One Cafe,43.65777161112601,-79.3760725691681,Café
196,Ryerson,43.65846945,-79.37899327245886,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
197,Ryerson,43.65846945,-79.37899327245886,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
198,Ryerson,43.65846945,-79.37899327245886,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
199,Ryerson,43.65846945,-79.37899327245886,DAVIDsTEA,43.65697339589283,-79.38103961039258,Tea Room
200,Ryerson,43.65846945,-79.37899327245886,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
201,Ryerson,43.65846945,-79.37899327245886,Kinton Ramen,43.660631695006714,-79.37887964897601,Ramen Restaurant
202,Ryerson,43.65846945,-79.37899327245886,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
203,Ryerson,43.65846945,-79.37899327245886,Infuse Cafe,43.658068043552504,-79.38172645275614,Coffee Shop
204,Ryerson,43.65846945,-79.37899327245886,Salad King,43.65760101432665,-79.38161963017174,Thai Restaurant
205,Ryerson,43.65846945,-79.37899327245886,Tokyo Smoke,43.65723,-79.38087,Coffee Shop
206,Ryerson,43.65846945,-79.37899327245886,Five Guys,43.65710635305761,-79.38130606340378,Burger Joint
207,Ryerson,43.65846945,-79.37899327245886,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
208,Ryerson,43.65846945,-79.37899327245886,Hokkaido Ramen Santouka らーめん山頭火,43.65643520293576,-79.37758637997793,Ramen Restaurant
209,Ryerson,43.65846945,-79.37899327245886,Ryerson Image Centre,43.65752337161094,-79.37945958709186,Art Gallery
210,Ryerson,43.65846945,-79.37899327245886,Barberian's Steak House,43.65775512925926,-79.38217741375935,Steakhouse
211,Ryerson,43.65846945,-79.37899327245886,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
212,Ryerson,43.65846945,-79.37899327245886,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
213,Ryerson,43.65846945,-79.37899327245886,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
214,Ryerson,43.65846945,-79.37899327245886,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
215,Ryerson,43.65846945,-79.37899327245886,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
216,Ryerson,43.65846945,-79.37899327245886,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
217,Ryerson,43.65846945,-79.37899327245886,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
218,Ryerson,43.65846945,-79.37899327245886,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
219,Ryerson,43.65846945,-79.37899327245886,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
220,Ryerson,43.65846945,-79.37899327245886,Scaddabush Italian Kitchen & Bar,43.658920292028725,-79.38289105381784,Italian Restaurant
221,Ryerson,43.65846945,-79.37899327245886,Cineplex Cinemas,43.65612555948613,-79.38039005666784,Movie Theater
222,Ryerson,43.65846945,-79.37899327245886,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
223,Ryerson,43.65846945,-79.37899327245886,Samsung Experience Store (Eaton Centre),43.65564777812532,-79.3810108074576,Electronics Store
224,Ryerson,43.65846945,-79.37899327245886,Oakham Café,43.658077944767534,-79.37831497990125,Café
225,Ryerson,43.65846945,-79.37899327245886,Duke's Refresher + Bar,43.65897985683036,-79.38294890507811,Bar
226,Ryerson,43.65846945,-79.37899327245886,Elmwood Spa,43.6577592341367,-79.38258620521141,Spa
227,Ryerson,43.65846945,-79.37899327245886,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
228,Ryerson,43.65846945,-79.37899327245886,The Senator Restaurant,43.65564091455335,-79.37919882575557,Diner
229,Ryerson,43.65846945,-79.37899327245886,Ali Baba's - Yonge north of Dundas,43.65791597172264,-79.38168923893144,Middle Eastern Restaurant
230,Ryerson,43.65846945,-79.37899327245886,Marshalls,43.659308,-79.3824621,Department Store
231,Ryerson,43.65846945,-79.37899327245886,The Elm Tree Restaurant,43.65739749535259,-79.38376054171513,Modern European Restaurant
232,Ryerson,43.65846945,-79.37899327245886,BMV Books,43.657047061091596,-79.38166061431659,Bookstore
233,Ryerson,43.65846945,-79.37899327245886,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
234,Ryerson,43.65846945,-79.37899327245886,JOEY Eaton Centre,43.65540379999999,-79.38192889999999,Restaurant
235,Ryerson,43.65846945,-79.37899327245886,JOEY,43.6560936540828,-79.38187792357716,American Restaurant
236,Ryerson,43.65846945,-79.37899327245886,Nordstrom,43.655041,-79.3809665,Clothing Store
237,Ryerson,43.65846945,-79.37899327245886,CF Toronto Eaton Centre,43.654540112988535,-79.38067738352993,Shopping Mall
238,Ryerson,43.65846945,-79.37899327245886,Tim Hortons,43.656755,-79.380512,Coffee Shop
239,Ryerson,43.65846945,-79.37899327245886,Coco Fresh Tea & Juice,43.65865989038909,-79.38204032226336,Bubble Tea Shop
240,Ryerson,43.65846945,-79.37899327245886,Spring Sushi,43.656252529816086,-79.38065954471074,Sushi Restaurant
241,Ryerson,43.65846945,-79.37899327245886,MUJI,43.656024,-79.383284,Miscellaneous Shop
242,Ryerson,43.65846945,-79.37899327245886,Golden Diner,43.66234167901005,-79.37743376144903,Diner
243,Ryerson,43.65846945,-79.37899327245886,Black Bear Espresso,43.66143582514135,-79.3814931962942,Coffee Shop
244,Ryerson,43.65846945,-79.37899327245886,Red Lobster,43.656328,-79.383621,Seafood Restaurant
245,Ryerson,43.65846945,-79.37899327245886,Starbucks,43.659509,-79.382132,Coffee Shop
246,Ryerson,43.65846945,-79.37899327245886,Panago,43.65825817735338,-79.38431282558368,Pizza Place
247,Ryerson,43.65846945,-79.37899327245886,Lake Devo,43.6569936860937,-79.37689788366988,Lake
248,Ryerson,43.65846945,-79.37899327245886,Danish Pastry House,43.654574,-79.38074,Bakery
249,Ryerson,43.65846945,-79.37899327245886,Hair Of The Dog,43.66282779855822,-79.37966975971744,Gastropub
250,Ryerson,43.65846945,-79.37899327245886,Jack Astor's Bar & Grill,43.65601939992059,-79.38032551379719,Restaurant
251,Ryerson,43.65846945,-79.37899327245886,The 3 Brewers,43.655474284721,-79.38041324445061,Beer Bar
252,Ryerson,43.65846945,-79.37899327245886,Reds Midtown Tavern,43.659128249470015,-79.38226565563255,Wine Bar
253,Ryerson,43.65846945,-79.37899327245886,Tim Hortons,43.658569999999976,-79.38512341104502,Coffee Shop
